Idy	Fecha de Respuesta	Nombre Tienda	Nota de Recomendación	Razón LTR	Nivel 1	Nivel 2	Nivel 3	archivo
1502	22/8/2018	Unicenter	5	poca variedad, precios elevados, pocos probadores y deficit de atencion en caja	Probadores	Tiempo de espera	Fila extensa para acceder al probador	detractores resto para compesandar
1503	23/8/2018	Mendoza	6	Por problemas edilicias y modificaciones de lugares	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
1504	23/8/2018	San Juan	5	hay mucho desorden en general y AL HORA DE PAGAR MAS deverian avilitar o orientar donde hay mas cajas para los pagos.	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
1505	23/8/2018	Cordoba	0	tuve una mala experiencia con un aire acondicionado philco	Productos	Disponibilidad	Mal estado del producto	detractores resto para compesandar
1506	23/8/2018	Unicenter	2	Porque la atencion no fue buena, pedi que me envuelvan las cosas para regalo y no lo hicieron, la gente tenia mala predisposición.	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
1507	23/8/2018	Rosario	5	precios elevados	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
1508	23/8/2018	Florida 1 (Florida N°343)	1	porque ayer compré una plancha y habiendo 3 vendedores en la zona de electro ninguno se acercó para preguntar en que podía ayudarme (estuve 15 minutos mirando cada una de las planchas, volviendo a mirarlas, etc) ... finalmente elegí una y la llevé a la caja... ni los vendedores al verme tratando de ver que plancha llevar, ni cuando me vieron agarrar la plancha que elegí ni en la caja... probaron el producto	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1509	23/8/2018	Dot	4	Porque me atendió sola , nadie se molestó en ayudarme	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1510	23/8/2018	Mendoza	6	La cajera decidió por cuenta propia redondear el valor total a favor de Falabella por $1,20. Eso no es redondeo es robar. Y más que era un valor alto no centavos. Pedí q se le otorgara a alguno que pagara CMR a cuenta	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
1511	23/8/2018	Unicenter	6	Había mucha demora para pagar. La escalera eléctrica no funciona. Además quise ver los pantalones de La Martina y estaban con un candado, y no pude encontrar un vendedor para abrirlos	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
1512	23/8/2018	Unicenter	6	precios poco competitivos y variedad limitada	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
1513	23/8/2018	Unicenter	0	Porque no tienen palabra me iban a entregar pactado un producto el día 23 y cuando llamo porque no llegaban me dijeron q estaban demorados que recién podían repactsr  la entrega para el 29	Despacho	Despacho	Home delirevy	detractores resto para compesandar
1514	23/8/2018	Unicenter	0	Porque no regalan nada por responder esta encuesta	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores resto para compesandar
1515	23/8/2018	Tortugas	5	"fui por frazadas para la casa. bastante difícil encontrar los precios. También cubre somier. Un lío de tamaños y colores.
Un infierno las colas para pagar . casi dejo todo y me voy."	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
1516	24/8/2018	Rosario	3	"No hay stock de muchos productos. Por ejemplo microondas de 20 litros no tienen ninguno.
Pocas promociones en cuotas.
Algunos vendedores de electro con pocas ganas de atender."	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores resto para compesandar
1517	24/8/2018	Unicenter	5	El producto figuraba en 800 pesos y en la caja me dijeron 1200. Me respetaron los 800 pero tardaron mucho para autorizarlo. Otra cosa importante, me preguntaron si era para regalo, dije que si y la bolsa no tiene ningun moño, no se si lo entregan siempre asi, o sea la bolsa sola, en ese caso para que preguntan ai es para regalo? Quede muy insatisfecho con esta cuestion	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores resto para compesandar
1518	24/8/2018	Mendoza	6	Porque tengo una gif card y no me dejan usarla en falabella.com donde esta todo rebajado siendo que la compra del juguete que cambie la compre por ahi, no me quedo otra opcion que las zapatillas de 1200 que en internet estan 500	Servicios	Post Venta	Reclamo / Mala atención colaborador SAC	detractores resto para compesandar
1519	24/8/2018	Dot	6	porque las veces que pido un talle a las vendedoras me dicen es lo que esta colgado hay. osea ni se molestan en ver si les queda o no	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1520	24/8/2018	Unicenter	5	Hay mucha variedad, pero los precios son elevados.	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
1521	24/8/2018	Avellaneda	4	Atención escasa, pocas formas de pago y promociones escasas con diferentes tarjetas	Cajas	Tarjetas de crédito / Bancos	Inconformidad con el tipo de financiación	detractores resto para compesandar
1522	24/8/2018	Dot	5	porque los precios varias si es en la pagina si es en persona si vas un dia esta de oferta algo vas a los 2 dias y eso mismo volvio a subir es una locura el ultimo dia fui y habia unas cambisetas UC reductoras a $299 en la etiqueta medio borroneado y en la caja cuando las pasaron decia $400??? las deje una bronca, si se acerca el fin de temporada, y bajan los precios bien listo y los mantiene no vas a los 3 dias y volvio a subir y despues baja otra vez, vi a unas señoras bienudas en atencion al cliente devolviendo cosas para despues entrar otra vez a la tienda y comprar las ahora con descuento un desastre y una pedida de tiempo!!	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
1523	24/8/2018	Avellaneda	6	n	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores resto para compesandar
1524	24/8/2018	Dot	2	Porque no quedaba claro que productos habia en liquidacion y cuales no, supuestamente habia un 50% de descuento aplicado sobre las etiquetas pero la mayoria de los productos o NO tenia precio o ya tenia aplicado el descuento en la misma. Muchisima gente en la cola para pagar por lentitud del servicio.	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
1525	24/8/2018	Tortugas	0	Porque son unos sin vergüenza	Cliente	Cliente detractor, no brinda detalles	No brinda detalles	detractores resto para compesandar
1526	24/8/2018	Unicenter	5	La atención no es buena... Sobre el horario del cierre dejaron solo 2 cajas atendiendo haciendo mayor la espera. Encontré muchos productos sin precio visible (sobre todo en el sector de jugueteria). Se ven muchos empleados dando vueltas y son embargo hay mucho desorden y desprolijidad.	Precio y ofertas	Precios	Poca visibilidad de los precios	detractores resto para compesandar
1527	24/8/2018	Tortugas	6	PORQUE EL PRODUCTO QUE COMPRE RESULTO QUE ESTABA ABIERTO.	Productos	Disponibilidad	Producto en mal estado	detractores resto para compesandar
1528	24/8/2018	Unicenter	3	Porque tiene menos variedad de productos de regaleria y bazar que otras sucursales que conozco.	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores resto para compesandar
1529	24/8/2018	Florida 1 (Florida N°343)	3	Por que no me trataron de manera cordial en la caja de la juguetería. Aclare que era un regalo de cumpleaños y no me quisieron siquiera cerrar la bolsa, darme una bolsa de cartón con un moño. Me dieron una simple bolsa de plástico .	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
1530	24/8/2018	Avellaneda	4	Es todo carísimo, solo alguna q otra oferta conviene, en general los descuentos son un engaño	Precio y ofertas	Precios	Insatisfacción con los precios	detractores resto para compesandar
1531	25/8/2018	Dot	6	La atención fue muy buena en el local. Pero recibimos una heladera que tiene una gallina en la puerta y estaba tapada con una cinta. Ahora debo cambiarla.	Productos	Disponibilidad	Producto en mal estado	detractores resto para compesandar
1532	25/8/2018	Cordoba	5	Porque promocionan en la web productos que no estan fisicamente en el local	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores resto para compesandar
1533	25/8/2018	Rosario	6	Mucha demora en la.linea de caja	Cajas	Demora	Tiempo de espera en fila	detractores resto para compesandar
1534	25/8/2018	Cordoba	5	Está bien,la tienda es variada pero desordenado el sector infantil	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
1535	25/8/2018	Florida 2 (Florida N°202)	6	Porque me cuesta conseguir talles XXL	Productos	Disponibilidad	Falta de talles	detractores resto para compesandar
1536	25/8/2018	Unicenter	5	Porque ponen un cartel que dicen 50%de descuento en juguetería, preguntas un precio  y resulta que cuando vas a la caja el descuento ya está aplicado	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores resto para compesandar
1537	26/8/2018	Rosario	6	Compré un reloj, le colocó la pila y no funciona. Tengo que volver a cambiarlo, no se si voy a encontrar el mismo y para colmo no tengo tiempo.	Productos	Disponibilidad	Producto en mal estado	detractores resto para compesandar
1538	26/8/2018	Unicenter	4	"En dos ocasiones llegue con productos en promoción hasta la caja y la oferta no era valida.
En una oportunidad al no validar la promoción dos 2X1 de ropa interior la cajera hablo con la vendedora y resolvieron cobrar uno solo de los artículos porque la promoción no era reconocida por el sistema a pesar de que el cartel en el stand decía lo contrario.
Al salir del local, sonó la alarma porque uno de los artículos no estaba cobrado; aclarar el incidente con la cajera , la vendedora y el personal de seguridad me llevo 40 minutos de mi tiempo."	Precio y ofertas	Precios	Promoción engañosa / Inconveniente con promoción	detractores resto para compesandar
1539	26/8/2018	Mendoza	3	Pésima atención en sector deporte , damas y cajas .	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1540	26/8/2018	Cordoba	6	Porque siempre que voy a buscar Jeans Levy no hay de mi talle o zapatillas y no hay variedad o de mi tamaño... Pocas promociones con la rio... Solamente la del 20 el otro dia	Productos	Disponibilidad	Falta de talles	detractores resto para compesandar
1541	26/8/2018	Cordoba	4	Galtan asesores y los cajeros atienden muy mal a la gente.	Cajas	Cajeros	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
1542	26/8/2018	Rosario	6	Había muy poca variedad de ropa deportiva. Sobre todo de las marcas Adidas y Nike	Productos	Disponibilidad	Falta variedad/ Baja calidad	detractores resto para compesandar
1543	26/8/2018	Tortugas	0	Porque es mala la atención... horrible el asesoramiento de los productos	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1544	27/8/2018	Unicenter	4	Demore 40 minutos en linea d cajas. Cajero d mal humor e inconpetente	Cajas	Atención 	Falta amabilidad y actitud de servicio del cajero	detractores resto para compesandar
1545	27/8/2018	Unicenter	5	No tuve una buena atención en falabella. Fuí a hacer un cambio y no había personal q me ayudara. No encontré lo q buscaba	Colaboradores	Atención 	Falta de personal en piso	detractores resto para compesandar
1546	27/8/2018	Tortugas	3	No hay una buena organizacion, no estan todos los proctos disponibles	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
1547	27/8/2018	Cordoba	0	Malísima la atención jamás vino alguien asesorame en mi compra	Colaboradores	Atención 	Falta de personal en piso	detractores resto para compesandar
1548	27/8/2018	Dot	6	Estaba bastante desorganizada y desordenada. Probarse ropa fue bastante complicado	Tienda	Infraestructura	Falta de orden y limpieza en tienda	detractores resto para compesandar
1549	27/8/2018	Unicenter	5	Buenos productos, mala atención	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
1550	27/8/2018	Florida 1 (Florida N°343)	5	Porque fui mal asesorada. Respondieron mal a mi consulta. Terminé encontrando sola lo que buscaba. El personal que estaba reponiendo tenia mala cara... ni queria acercarme a preguntar	Colaboradores	Atención 	Falta amabilidad y actitud de servicio del colaborador	detractores resto para compesandar
